,Word,NumberOfMeanings,POS,Term1,Term2,Term3,Term4,Term5,Term6,Unnamed: 9
11740,personnel,2,(noun),force,organization (generic term),organisation (generic term),,,,
11741,personnel,2,(noun),personnel department,personnel office,staff office,department (generic term),section (generic term),,
11742,perspective,2,(noun),position,view,orientation (generic term),,,,
11743,perspective,2,(noun),linear perspective,appearance (generic term),visual aspect (generic term),,,,
11744,persuade,2,(verb),carry,sway,influence (generic term),act upon (generic term),work (generic term),,
11745,persuade,2,(verb),induce (generic term),stimulate (generic term),cause (generic term),have (generic term),get (generic term),make (generic term),
11746,pet,7,(adj),favored,favorite,favourite,best-loved,preferred,preferent,
11747,pet,7,(noun),animal (generic term),animate being (generic term),beast (generic term),brute (generic term),creature (generic term),fauna (generic term),
11748,pet,7,(noun),darling,favorite,favourite,dearie,deary,ducky,
11749,pet,7,(noun),irritability (generic term),crossness (generic term),fretfulness (generic term),fussiness (generic term),peevishness (generic term),petulance (generic term),
11750,pet,7,(noun),positron emission tomography,PET,imaging (generic term),tomography (generic term),,,
11751,pet,7,(verb),caress (generic term),,,,,,
11752,pet,7,(verb),caress (generic term),,,,,,
11753,phase,6,(noun),form,state of matter (generic term),state (generic term),,,,
11754,phase,6,(noun),stage,time period (generic term),period of time (generic term),period (generic term),,,
11755,phase,6,(noun),phase angle,point (generic term),point in time (generic term),,,,
11756,phase,6,(noun),appearance (generic term),visual aspect (generic term),,,,,
11757,phase,6,(verb),stage (generic term),arrange (generic term),,,,,
11758,phase,6,(verb),synchronize (generic term),synchronise (generic term),sync (generic term),,,,
11759,phenomenon,2,(noun),process (generic term),physical process (generic term),,,,,
11760,phenomenon,2,(noun),development (generic term),,,,,,
11761,philosophy,3,(noun),doctrine,philosophical system,school of thought,ism,belief (generic term),,
11762,philosophy,3,(noun),humanistic discipline (generic term),humanities (generic term),liberal arts (generic term),arts (generic term),,,
11763,philosophy,3,(noun),belief (generic term),,,,,,
11764,phone,4,(noun),telephone,telephone set,electronic equipment (generic term),,,,
11765,phone,4,(noun),speech sound,sound,language unit (generic term),linguistic unit (generic term),,,
11766,phone,4,(noun),earphone,earpiece,headphone,electro-acoustic transducer (generic term),,,
11767,phone,4,(verb),call,telephone,call up,ring,telecommunicate (generic term),,
11768,photo,1,(noun),photograph,exposure,pic,picture (generic term),image (generic term),icon (generic term),
11769,photograph,2,(noun),photo,exposure,pic,picture (generic term),image (generic term),icon (generic term),
11770,photograph,2,(verb),snap,shoot,record (generic term),enter (generic term),put down (generic term),,
11771,photographer,1,(noun),lensman,artist (generic term),creative person (generic term),,,,
11772,phrase,6,(noun),construction (generic term),grammatical construction (generic term),expression (generic term),,,,
11773,phrase,6,(noun),musical phrase,passage (generic term),musical passage (generic term),,,,
11774,phrase,6,(noun),idiom,idiomatic expression,phrasal idiom,set phrase,saying (generic term),expression (generic term),
11775,phrase,6,(noun),dancing (generic term),dance (generic term),terpsichore (generic term),saltation (generic term),,,
11776,phrase,6,(verb),give voice,formulate,word,articulate,express (generic term),show (generic term),
11777,phrase,6,(verb),arrange (generic term),set up (generic term),put (generic term),order (generic term),,,
11778,physical,7,(adj),animal (similar term),carnal (similar term),fleshly (similar term),sensual (similar term),bodily (similar term),corporal (similar term),
11779,physical,7,(adj),natural science (related term),,,,,,
11780,physical,7,(adj),material (similar term),,,,,,
11781,physical,7,(adj),natural (similar term),,,,,,
11782,physical,7,(adj),energetic (similar term),,,,,,
11783,physical,7,(adj),material (similar term),,,,,,
11784,physical,7,(adj),forcible,strong-arm,forceful (similar term),,,,
11785,physician,1,(noun),doctor,doc,MD,Dr.,medico,medical practitioner (generic term),
11786,piano,4,(adj),soft,pianissimo (similar term),pianissimo assai (similar term),forte (antonym),,,
11787,piano,4,(noun),pianoforte,forte-piano,stringed instrument (generic term),percussion instrument (generic term),percussive instrument (generic term),,
11788,piano,4,(noun),pianissimo,softness (generic term),,,,,
11789,piano,4,(adv),softly,forte (antonym),,,,,
11790,pick,21,(noun),choice,selection,decision making (generic term),deciding (generic term),,,
11791,pick,21,(noun),picking,output (generic term),yield (generic term),production (generic term),,,
11792,pick,21,(noun),cream,elite (generic term),elite group (generic term),,,,
11793,pick,21,(noun),woof,weft,filling,thread (generic term),yarn (generic term),,
11794,pick,21,(noun),plectrum,plectron,device (generic term),,,,
11795,pick,21,(noun),hand tool (generic term),,,,,,
11796,pick,21,(noun),pickax,pickaxe,edge tool (generic term),,,,
11797,pick,21,(noun),basketball play (generic term),,,,,,
11798,pick,21,(noun),choice,selection,option,action (generic term),,,
11799,pick,21,(verb),choose (generic term),take (generic term),select (generic term),pick out (generic term),,,
11800,pick,21,(verb),pluck,cull,gather (generic term),garner (generic term),collect (generic term),pull together (generic term),
11801,pick,21,(verb),blame,find fault,knock (generic term),criticize (generic term),criticise (generic term),pick apart (generic term),
11802,pick,21,(verb),provoke (generic term),evoke (generic term),call forth (generic term),kick up (generic term),,,
11803,pick,21,(verb),remove (generic term),take (generic term),take away (generic term),withdraw (generic term),,,
11804,pick,21,(verb),clean,remove (generic term),take (generic term),take away (generic term),withdraw (generic term),,
11805,pick,21,(verb),rob (generic term),,,,,,
11806,pick,21,(verb),foot,pay (generic term),,,,,
11807,pick,21,(verb),pluck,plunk,pull (generic term),draw (generic term),force (generic term),,
11808,pick,21,(verb),break up,pierce (generic term),,,,,
11809,pick,21,(verb),peck,beak,strike (generic term),,,,
11810,pick,21,(verb),nibble,piece,eat (generic term),,,,
11811,picture,11,(noun),image,icon,ikon,representation (generic term),,,
11812,picture,11,(noun),painting,graphic art (generic term),,,,,
11813,picture,11,(noun),mental picture,impression,image (generic term),mental image (generic term),,,
11814,picture,11,(noun),scene,situation (generic term),state of affairs (generic term),,,,
11815,picture,11,(noun),pictorial matter,illustration (generic term),,,,,
11816,picture,11,(noun),movie,film,moving picture,moving-picture show,motion picture,motion-picture show,
11817,picture,11,(noun),video,visual communication (generic term),,,,,
11818,picture,11,(noun),word picture,word-painting,delineation,depiction,characterization,characterisation,
11819,picture,11,(noun),typification (generic term),exemplification (generic term),,,,,
11820,picture,11,(verb),visualize,visualise,envision,project,fancy,see,
11821,picture,11,(verb),depict,render,show,represent (generic term),interpret (generic term),,
11822,pie,2,(noun),pastry (generic term),,,,,,
11823,pie,2,(noun),Proto-Indo European,PIE,Indo-European (generic term),Indo-European language (generic term),Indo-Hittite (generic term),,
11824,piece,18,(noun),part (generic term),portion (generic term),,,,,
11825,piece,18,(noun),item (generic term),,,,,,
11826,piece,18,(noun),part,thing (generic term),,,,,
11827,piece,18,(noun),musical composition,opus,composition,piece of music,music (generic term),,
11828,piece,18,(noun),bit,case (generic term),instance (generic term),example (generic term),,,
11829,piece,18,(noun),creation (generic term),,,,,,
11830,piece,18,(noun),firearm,small-arm,gun (generic term),,,,
11831,piece,18,(noun),slice,helping (generic term),portion (generic term),serving (generic term),,,
11832,piece,18,(noun),distance (generic term),,,,,,
11833,piece,18,(noun),objet d'art,art object,work of art (generic term),,,,
11834,piece,18,(noun),while,spell,patch,time (generic term),,,
11835,piece,18,(noun),slice,share (generic term),portion (generic term),part (generic term),percentage (generic term),,
11836,piece,18,(noun),man,game equipment (generic term),,,,,
11837,piece,18,(verb),patch,join (generic term),conjoin (generic term),,,,
11838,piece,18,(verb),assemble,put together,set up,tack,tack together,join (generic term),
11839,piece,18,(verb),splice (generic term),,,,,,
11840,piece,18,(verb),nibble,pick,eat (generic term),,,,
11841,piece,18,(verb),patch,repair (generic term),mend (generic term),fix (generic term),bushel (generic term),doctor (generic term),
11842,pile,11,(noun),heap,mound,agglomerate,cumulation,cumulus,collection (generic term),
11843,pile,11,(noun),batch,deal,flock,good deal,great deal,hatful,
11844,pile,11,(noun),bundle,big bucks,megabucks,big money,money (generic term),,
11845,pile,11,(noun),down,hair (generic term),,,,,
11846,pile,11,(noun),voltaic pile,galvanic pile,battery (generic term),electric battery (generic term),,,
11847,pile,11,(noun),spile,piling,stilt,column (generic term),pillar (generic term),,
11848,pile,11,(noun),nap,thread (generic term),yarn (generic term),,,,
11849,pile,11,(noun),atomic pile,atomic reactor,chain reactor,nuclear reactor (generic term),reactor (generic term),,
11850,pile,11,(verb),stack,heap,arrange (generic term),set up (generic term),heap up (related term),pile up (related term),
11851,pile,11,(verb),throng,mob,pack,jam,crowd (generic term),crowd together (generic term),
11852,pile,11,(verb),put (generic term),set (generic term),place (generic term),pose (generic term),position (generic term),lay (generic term),
11853,pilot,8,(noun),airplane pilot,aviator (generic term),aeronaut (generic term),airman (generic term),flier (generic term),flyer (generic term),
11854,pilot,8,(noun),mariner (generic term),seaman (generic term),tar (generic term),Jack-tar (generic term),Jack (generic term),old salt (generic term),
11855,pilot,8,(noun),pilot program,pilot film,television program (generic term),TV program (generic term),television show (generic term),TV show (generic term),
11856,pilot,8,(noun),original,archetype,model (generic term),example (generic term),,,
11857,pilot,8,(noun),pilot burner,pilot light,gas burner (generic term),gas jet (generic term),,,
11858,pilot,8,(noun),fender,buffer,cowcatcher,framework (generic term),frame (generic term),framing (generic term),
11859,pilot,8,(verb),fly,aviate,operate (generic term),control (generic term),,,
11860,pilot,8,(verb),navigate,steer (generic term),maneuver (generic term),manoeuver (generic term),manoeuvre (generic term),direct (generic term),
11861,pine,3,(noun),pine tree,true pine,conifer (generic term),coniferous tree (generic term),,,
11862,pine,3,(noun),wood (generic term),,,,,,
11863,pine,3,(verb),ache,yearn,yen,languish,hanker (generic term),long (generic term),
11864,pink,7,(adj),pinkish,chromatic (similar term),,,,,
11865,pink,7,(noun),chromatic color (generic term),chromatic colour (generic term),spectral color (generic term),spectral colour (generic term),,,
